CD_SETOR,SITUACAO,AREA_KM2,CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,CD_SUBDIST,NM_SUBDIST,CD_BAIRRO,NM_BAIRRO,CD_NU,NM_NU,v0001,v0002,v0003,v0004,v0005,v0006,v0007
330390620000060,Rural,"4,1543435",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,306,222,222,0,"2,5","0,0328",122
330390620000061,Rural,"9,8656078",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,2,4,4,0,"2,0","0,0000",1
330390620000062,Rural,"7,0669494",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,268,160,160,0,"2,8","0,0104",96
330390620000063,Urbana,"0,6028503",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,33,23,23,0,"2,5","0,0000",13
330390620000064,Urbana,"0,3014407",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,63,98,98,0,"2,9","0,0909",22
330390620000065,Rural,"16,5915941",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,174,146,146,0,"3,2","0,0000",55
330390620000066,Urbana,"0,8976315",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,12,85,85,0,"2,4","0,0000",5
330390623000002,Urbana,"0,9892559",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,1190,524,524,0,"2,7","0,0000",445
330390623000003,Urbana,"0,1315382",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,730,312,312,0,"2,8","0,0232",259
330390623000005,Urbana,"0,3485627",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,1205,438,436,2,"3,0","0,0206",389
330390623000006,Urbana,"1,8752655",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,1238,522,521,1,"2,9","0,0048",420
330390623000007,Urbana,"1,8391780",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,461,243,243,0,"2,5","0,0166",181
330390623000010,Rural,"13,0616448",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,125,119,119,0,"2,5","0,0000",51
330390623000011,Rural,"9,9604022",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,611,316,316,0,"2,5","0,0000",244
330390623000013,Rural,"2,6954943",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,10,6,6,0,"2,5","0,0000",4
330390623000014,Rural,"3,4211654",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,55,55,55,0,"3,2","0,0000",17
330390623000015,Rural,"19,3487160",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,439,281,281,0,"3,1","0,0286",140
330390623000016,Rural,"16,0063925",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,349,189,189,0,"2,9","0,0082",122
330390623000017,Rural,"21,1149955",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,447,249,249,0,"2,8","0,0247",162
330390623000019,Urbana,"0,2428983",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,446,193,193,0,"2,7","0,0120",167
330390623000020,Urbana,"1,4387846",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,36,41,41,0,"1,3","0,0000",27
330390623000021,Urbana,"1,7211176",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,42,61,61,0,"1,0","0,0000",41
330390623000022,Urbana,"0,2574238",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,597,267,267,0,"2,6","0,0299",234
330390623000023,Urbana,"0,1332378",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,80,109,109,0,"1,1","0,0000",71
330390623000026,Urbana,"0,3523405",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,434,183,183,0,"2,8","0,0000",156
330390623000027,Urbana,"0,0969280",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,444,174,174,0,"2,9","0,0588",153
330390623000028,Urbana,"0,9861443",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,543,275,275,0,"2,9","0,0368",190
330390623000029,Urbana,"0,7734311",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,154,83,83,0,"2,6","0,1864",59
330390623000030,Urbana,"0,1912673",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,0,0,0,0,"0,0","0,0000",0
330390623000031,Urbana,"0,1350507",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,83,32,32,0,"2,8","0,0000",30
330390623000032,Urbana,"1,3100872",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,0,0,0,0,"0,0","0,0000",0
330390623000033,Urbana,"0,5136924",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,711,337,337,0,"2,6","0,0147",273
330390623000034,Urbana,"0,7094819",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,478,272,272,0,"2,2","0,0047",213
330390623000035,Urbana,"0,5731362",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,314,172,172,0,"2,4","0,0154",130
330390623000036,Rural,"9,6296801",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,160,137,137,0,"2,7","0,0000",60
330390623000037,Rural,"0,3572917",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,357,151,151,0,"2,8","0,0079",126
